

=== 数据获取时间: 2025-10-16 15:41:21 ===


=== 数据获取时间: 2025-10-16 16:03:56 ===
标签: YJ.yj_qkc_5you:cumulativevalue, 值: 7892690, 时间: 2025-10-16 16:03:59
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:09:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:09:49


=== 数据获取时间: 2025-10-16 16:10:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:10:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:10:49


=== 数据获取时间: 2025-10-16 16:11:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:11:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:11:49


=== 数据获取时间: 2025-10-16 16:12:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:12:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:12:49


=== 数据获取时间: 2025-10-16 16:13:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:13:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:13:49


=== 数据获取时间: 2025-10-16 16:14:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:14:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:14:49


=== 数据获取时间: 2025-10-16 16:15:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_yiliudan:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj2_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_ds1:ocssetup, 值: 300, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_ds2:ocssetup, 值: 300, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_ds1:plcsetup, 值: 300, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_ds2:plcsetup, 值: 300, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_ds1:actualflow, 值: 300, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_ds2:actualflow, 值: 300, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:15:49
标签: YJ.yj_qkj3_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:15:49


=== 数据获取时间: 2025-10-16 16:16:42 ===
标签: YJ.yj_qkc_dinghuangyao1:ocssetup, 值: 1500, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_dinghuangyao2:ocssetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_dinghuangyao1:plcsetup, 值: 1500, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_dinghuangyao2:plcsetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_dinghuangyao1:actualflow, 值: 1500, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_dinghuangyao2:actualflow, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_shihui:ocssetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_shihui:plcsetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_shihui:actualflow, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_yiliudan1:ocssetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkc_yiliudan2:ocssetup, 值: 1800, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_dinghuangyao:ocssetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_dinghuangyao:plcsetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_dinghuangyao:actualflow, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_shihui:plcsetup, 值: 60, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_shihui:actualflow, 值: 60, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_yiliudan:ocssetup, 值: 200, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_yiliudan:plcsetup, 值: 200, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj1_yiliudan:actualflow, 值: 200, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj2_yiliudan:ocssetup, 值: 0, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj2_shihui:ocssetup, 值: 60, 时间: 2025-10-16 16:16:49
标签: YJ.yj_qkj2_yiliudan:plcsetup, 值: 0, 时间: 2025-10-16 16:16:49
